Id,Jenis Sayuran,Harga Sayuran per KG,Tanggal Harga,Musim,Harga Pasar
3814,Buncis,6067,2022-06-29,Kemarau,6873.6564828982055
3815,Tomat,3540,2022-06-29,Kemarau,3968.0968896377562
3816,Sawi Putih,2428,2022-06-30,Kemarau,2772.031558722108
3817,Cabe Chilli,59878,2022-06-30,Kemarau,65958.48048851723
3818,Cabe Kriting,33385,2022-06-30,Kemarau,37223.784491779574
3819,Cabe Rawit,82782,2022-06-30,Kemarau,91572.62109506787
3820,Kol,6409,2022-06-30,Kemarau,7095.657795682636
3821,Buncis,3611,2022-06-30,Kemarau,4103.751938656545
3822,Tomat,4801,2022-06-30,Kemarau,5321.966437146282
3823,Sawi Putih,859,2022-07-01,Kemarau,959.7316583134327
3824,Cabe Chilli,48243,2022-07-01,Kemarau,54335.48313983333
3825,Cabe Kriting,26840,2022-07-01,Kemarau,30502.169181496047
3826,Cabe Rawit,35241,2022-07-01,Kemarau,40281.500766304925
3827,Kol,6574,2022-07-01,Kemarau,7245.593621784614
3828,Buncis,2469,2022-07-01,Kemarau,2788.294165818594
3829,Tomat,2699,2022-07-01,Kemarau,3007.431431138071
3830,Sawi Putih,3874,2022-07-02,Kemarau,4420.614165200108
3831,Cabe Chilli,21934,2022-07-02,Kemarau,24590.00180404273
3832,Cabe Kriting,32378,2022-07-02,Kemarau,36164.946433562756
3833,Cabe Rawit,92784,2022-07-02,Kemarau,102833.28329818792
3834,Kol,5206,2022-07-02,Kemarau,5830.846033666892
3835,Buncis,4458,2022-07-02,Kemarau,4960.582077607285
3836,Tomat,7149,2022-07-02,Kemarau,7979.374940366465
3837,Sawi Putih,2126,2022-07-03,Kemarau,2384.5560167731874
3838,Cabe Chilli,66529,2022-07-03,Kemarau,75859.15736238477
3839,Cabe Kriting,41338,2022-07-03,Kemarau,45483.42594312667
3840,Cabe Rawit,94905,2022-07-03,Kemarau,108559.19220131544
3841,Kol,5960,2022-07-03,Kemarau,6717.65200182655
3842,Buncis,7459,2022-07-03,Kemarau,8419.421316712753
3843,Tomat,1757,2022-07-03,Kemarau,1967.6199413357658
3844,Sawi Putih,3872,2022-07-04,Kemarau,4420.399897078514
3845,Cabe Chilli,31007,2022-07-04,Kemarau,35435.349165262414
3846,Cabe Kriting,57476,2022-07-04,Kemarau,63567.76417736216
3847,Cabe Rawit,72683,2022-07-04,Kemarau,80145.74563743838
3848,Kol,7742,2022-07-04,Kemarau,8723.323387970404
3849,Buncis,6442,2022-07-04,Kemarau,7095.657779021968
3850,Tomat,9189,2022-07-04,Kemarau,10352.99087404648
3851,Sawi Putih,3406,2022-07-05,Kemarau,3801.8418564507224
3852,Cabe Chilli,52213,2022-07-05,Kemarau,59072.33754054591
3853,Cabe Kriting,38817,2022-07-05,Kemarau,43762.82522406956
3854,Cabe Rawit,78407,2022-07-05,Kemarau,86778.51029849771
3855,Kol,4071,2022-07-05,Kemarau,4570.682568387657
3856,Buncis,3758,2022-07-05,Kemarau,4226.456887712952
3857,Tomat,5318,2022-07-05,Kemarau,5867.7491145190115
3858,Sawi Putih,3435,2022-07-06,Kemarau,3895.2106870088164
3859,Cabe Chilli,25295,2022-07-06,Kemarau,28415.932992729082
3860,Cabe Kriting,41917,2022-07-06,Kemarau,46814.97669327005
3861,Cabe Rawit,56410,2022-07-06,Kemarau,62634.522801275925
3862,Kol,5829,2022-07-06,Kemarau,6651.954849927462
3863,Buncis,4066,2022-07-06,Kemarau,4545.479241140565
3864,Tomat,6443,2022-07-06,Kemarau,7170.814537243313
3865,Sawi Putih,1346,2022-07-07,Kemarau,1513.6704028378945
3866,Cabe Chilli,58709,2022-07-07,Kemarau,64910.14942355864
3867,Cabe Kriting,66602,2022-07-07,Kemarau,74184.50101824584
3868,Cabe Rawit,42415,2022-07-07,Kemarau,48605.71200663463
3869,Kol,7562,2022-07-07,Kemarau,8439.51524000556
3870,Buncis,3401,2022-07-07,Kemarau,3886.870723111397
3871,Tomat,7236,2022-07-07,Kemarau,8120.272081661121
3872,Sawi Putih,3599,2022-07-08,Kemarau,4128.69502388425
3873,Cabe Chilli,57968,2022-07-08,Kemarau,65877.88130564183
3874,Cabe Kriting,28858,2022-07-08,Kemarau,32502.81080606448
3875,Cabe Rawit,67569,2022-07-08,Kemarau,77339.69033434425
3876,Kol,7204,2022-07-08,Kemarau,8034.176436858464
3877,Buncis,7886,2022-07-08,Kemarau,8869.944235285197
3878,Tomat,1112,2022-07-08,Kemarau,1226.4089151023372
3879,Sawi Putih,604,2022-07-09,Kemarau,678.4799504591821
3880,Cabe Chilli,60459,2022-07-09,Kemarau,69488.31496111712
3881,Cabe Kriting,55017,2022-07-09,Kemarau,63031.321255872725
3882,Cabe Rawit,76256,2022-07-09,Kemarau,86518.25972881254
3883,Kol,7997,2022-07-09,Kemarau,9140.251402758666
3884,Buncis,6963,2022-07-09,Kemarau,7777.745474515417
3885,Tomat,7091,2022-07-09,Kemarau,8128.3266778973475
3886,Sawi Putih,714,2022-07-10,Kemarau,786.1969489876549
3887,Cabe Chilli,78488,2022-07-10,Kemarau,89851.40725545523
3888,Cabe Kriting,60688,2022-07-10,Kemarau,67885.76081680045
3889,Cabe Rawit,30129,2022-07-10,Kemarau,33237.42853129278
3890,Kol,2886,2022-07-10,Kemarau,3223.2469952625897
3891,Buncis,6758,2022-07-10,Kemarau,7474.65562889207
3892,Tomat,1256,2022-07-10,Kemarau,1440.391081232992
3893,Sawi Putih,2470,2022-07-11,Kemarau,2819.831428188258
3894,Cabe Chilli,71824,2022-07-11,Kemarau,80133.6127466045
3895,Cabe Kriting,77748,2022-07-11,Kemarau,89366.35817598626
3896,Cabe Rawit,68222,2022-07-11,Kemarau,75083.68584363328
3897,Kol,4938,2022-07-11,Kemarau,5663.252633577832
3898,Buncis,6091,2022-07-11,Kemarau,6860.283059142438
3899,Tomat,4239,2022-07-11,Kemarau,4821.409625482876
3900,Sawi Putih,3620,2022-07-12,Kemarau,4147.945519475266
3901,Cabe Chilli,54171,2022-07-12,Kemarau,60547.5598032724
3902,Cabe Kriting,48894,2022-07-12,Kemarau,54455.60686979722
3903,Cabe Rawit,23262,2022-07-12,Kemarau,26329.996672214333
3904,Kol,3665,2022-07-12,Kemarau,4100.235366097902
3905,Buncis,6035,2022-07-12,Kemarau,6932.813250062226
3906,Tomat,6991,2022-07-12,Kemarau,7817.793099221398
3907,Sawi Putih,3869,2022-07-13,Kemarau,4256.230657200454
3908,Cabe Chilli,30236,2022-07-13,Kemarau,34150.96589204772
3909,Cabe Kriting,42555,2022-07-13,Kemarau,48707.91184243535
3910,Cabe Rawit,65294,2022-07-13,Kemarau,72125.68550350578
3911,Kol,3073,2022-07-13,Kemarau,3490.2542131692912
3912,Buncis,4364,2022-07-13,Kemarau,4911.716839214983
3913,Tomat,5073,2022-07-13,Kemarau,5689.9794741096575
3914,Sawi Putih,2806,2022-07-14,Kemarau,3214.0881326023273
3915,Cabe Chilli,63862,2022-07-14,Kemarau,70545.9911817318
3916,Cabe Kriting,75777,2022-07-14,Kemarau,84747.72862097145
3917,Cabe Rawit,52858,2022-07-14,Kemarau,59280.78963561184
3918,Kol,7506,2022-07-14,Kemarau,8261.479442556649
3919,Buncis,3104,2022-07-14,Kemarau,3432.579778208961
3920,Tomat,7596,2022-07-14,Kemarau,8567.052198732677
3921,Sawi Putih,2954,2022-07-15,Kemarau,3342.4970930356712
3922,Cabe Chilli,50661,2022-07-15,Kemarau,57367.94706908556
3923,Cabe Kriting,68040,2022-07-15,Kemarau,77204.92896752058
3924,Cabe Rawit,50429,2022-07-15,Kemarau,55607.615847402834
3925,Kol,3225,2022-07-15,Kemarau,3695.117680440637
3926,Buncis,5358,2022-07-15,Kemarau,6129.321553860929
3927,Tomat,7354,2022-07-15,Kemarau,8122.8210886290135
3928,Sawi Putih,2795,2022-07-16,Kemarau,3121.538128142467
3929,Cabe Chilli,29185,2022-07-16,Kemarau,32180.61795342525
3930,Cabe Kriting,40810,2022-07-16,Kemarau,45726.13560914425
3931,Cabe Rawit,60303,2022-07-16,Kemarau,67545.58384793665
3932,Kol,7009,2022-07-16,Kemarau,7719.017019062539
3933,Buncis,6406,2022-07-16,Kemarau,7128.395258873685
3934,Tomat,3861,2022-07-16,Kemarau,4266.691860099841
3935,Sawi Putih,2311,2022-07-17,Kemarau,2651.021442399644
3936,Cabe Chilli,55849,2022-07-17,Kemarau,62218.33689442785
3937,Cabe Kriting,52398,2022-07-17,Kemarau,59140.75617850735
3938,Cabe Rawit,31095,2022-07-17,Kemarau,35516.77282235156
3939,Kol,7980,2022-07-17,Kemarau,9045.925145229334
3940,Buncis,3921,2022-07-17,Kemarau,4431.98989728551
3941,Tomat,2202,2022-07-17,Kemarau,2457.2172856963107
3942,Sawi Putih,3804,2022-07-18,Kemarau,4264.827054972316
3943,Cabe Chilli,29284,2022-07-18,Kemarau,32533.92627912483
3944,Cabe Kriting,39862,2022-07-18,Kemarau,45746.947808818855
3945,Cabe Rawit,44127,2022-07-18,Kemarau,49850.17804577835
3946,Kol,3846,2022-07-18,Kemarau,4323.634091523121
3947,Buncis,6096,2022-07-18,Kemarau,6756.950696030024
3948,Tomat,1929,2022-07-18,Kemarau,2132.769665853354
3949,Sawi Putih,2249,2022-07-19,Kemarau,2504.433108543332
3950,Cabe Chilli,38022,2022-07-19,Kemarau,42628.96299812426
3951,Cabe Kriting,48952,2022-07-19,Kemarau,55798.83707067512
3952,Cabe Rawit,59204,2022-07-19,Kemarau,66082.94175287255
3953,Kol,5114,2022-07-19,Kemarau,5786.117809642363
3954,Buncis,5544,2022-07-19,Kemarau,6252.451513193341
3955,Tomat,7453,2022-07-19,Kemarau,8274.137830414902
3956,Sawi Putih,946,2022-07-20,Kemarau,1076.9827746751846
3957,Cabe Chilli,72973,2022-07-20,Kemarau,80344.64393736706
3958,Cabe Kriting,70430,2022-07-20,Kemarau,77706.98223655703
3959,Cabe Rawit,72494,2022-07-20,Kemarau,83043.44797036948
3960,Kol,7835,2022-07-20,Kemarau,8850.887501990028
3961,Buncis,2616,2022-07-20,Kemarau,2903.565021508435
3962,Tomat,9332,2022-07-20,Kemarau,10407.866643574847
3963,Sawi Putih,2580,2022-07-21,Kemarau,2866.5644055519265
3964,Cabe Chilli,61338,2022-07-21,Kemarau,68502.29001076803
3965,Cabe Kriting,71769,2022-07-21,Kemarau,82002.02702303944
3966,Cabe Rawit,40424,2022-07-21,Kemarau,46267.326342952394
3967,Kol,5387,2022-07-21,Kemarau,5971.123602860158
3968,Buncis,4741,2022-07-21,Kemarau,5320.370497158367
3969,Tomat,1782,2022-07-21,Kemarau,2017.956108398799
3970,Sawi Putih,4678,2022-07-22,Kemarau,5201.642038125012
3971,Cabe Chilli,73900,2022-07-22,Kemarau,83031.05574971298
3972,Cabe Kriting,28239,2022-07-22,Kemarau,32328.62396815399
3973,Cabe Rawit,62287,2022-07-22,Kemarau,69011.42773145637
3974,Kol,4182,2022-07-22,Kemarau,4675.048686519147
3975,Buncis,7465,2022-07-22,Kemarau,8304.892843096046
3976,Tomat,9934,2022-07-22,Kemarau,11399.691535275451
3977,Sawi Putih,4491,2022-07-23,Kemarau,4948.108046133343
3978,Cabe Chilli,20637,2022-07-23,Kemarau,23374.47067290018
3979,Cabe Kriting,58435,2022-07-23,Kemarau,65992.63800279461
3980,Cabe Rawit,95525,2022-07-23,Kemarau,105522.19432875517
3981,Kol,3727,2022-07-23,Kemarau,4126.947196992939
3982,Buncis,6516,2022-07-23,Kemarau,7413.211340160032
3983,Tomat,6915,2022-07-23,Kemarau,7617.739293101591
3984,Sawi Putih,1283,2022-07-24,Kemarau,1448.6257896997884
3985,Cabe Chilli,20431,2022-07-24,Kemarau,23193.333250524684
3986,Cabe Kriting,25476,2022-07-24,Kemarau,28985.49608765044
3987,Cabe Rawit,66580,2022-07-24,Kemarau,76115.93576223886
3988,Kol,5399,2022-07-24,Kemarau,5981.430470542413
3989,Buncis,7395,2022-07-24,Kemarau,8162.465142841868
3990,Tomat,2753,2022-07-24,Kemarau,3108.339947487688
3991,Sawi Putih,963,2022-07-25,Kemarau,1084.572099102253
3992,Cabe Chilli,39655,2022-07-25,Kemarau,45429.018943715455
3993,Cabe Kriting,39471,2022-07-25,Kemarau,44927.57107735567
3994,Cabe Rawit,29701,2022-07-25,Kemarau,34072.63565438249
3995,Kol,5733,2022-07-25,Kemarau,6572.379440364971
3996,Buncis,5764,2022-07-25,Kemarau,6417.844652279688
3997,Tomat,3289,2022-07-25,Kemarau,3721.163248087464
3998,Sawi Putih,1647,2022-07-26,Kemarau,1853.1674732167567
3999,Cabe Chilli,60320,2022-07-26,Kemarau,66537.17452479586
4000,Cabe Kriting,69545,2022-07-26,Kemarau,76695.26183147768
4001,Cabe Rawit,66577,2022-07-26,Kemarau,76057.60629243667
4002,Kol,3245,2022-07-26,Kemarau,3711.4496250593943
4003,Buncis,3775,2022-07-26,Kemarau,4329.705497857163
4004,Tomat,5257,2022-07-26,Kemarau,5865.414793650144
4005,Sawi Putih,914,2022-07-27,Kemarau,1025.1367044875446
4006,Cabe Chilli,65141,2022-07-27,Kemarau,73711.46957102744
4007,Cabe Kriting,62085,2022-07-27,Kemarau,71353.57575980527
4008,Cabe Rawit,41005,2022-07-27,Kemarau,45978.77561329267
4009,Kol,6811,2022-07-27,Kemarau,7599.312184391619
4010,Buncis,3314,2022-07-27,Kemarau,3655.238268532759
4011,Tomat,7834,2022-07-27,Kemarau,8723.049930618257
4012,Sawi Putih,2513,2022-07-28,Kemarau,2819.1180014606007
4013,Cabe Chilli,68809,2022-07-28,Kemarau,79037.70444547957
4014,Cabe Kriting,52348,2022-07-28,Kemarau,57979.228844978104
4015,Cabe Rawit,24033,2022-07-28,Kemarau,26981.090929186066
4016,Kol,2452,2022-07-28,Kemarau,2751.305213742749
4017,Buncis,3861,2022-07-28,Kemarau,4296.320867345456
4018,Tomat,2027,2022-07-28,Kemarau,2257.841404296468
4019,Sawi Putih,2741,2022-07-29,Kemarau,3129.268870119676
4020,Cabe Chilli,33591,2022-07-29,Kemarau,37404.069694964426
4021,Cabe Kriting,53029,2022-07-29,Kemarau,60344.99595537297
4022,Cabe Rawit,31336,2022-07-29,Kemarau,35627.95620357622
4023,Kol,3052,2022-07-29,Kemarau,3498.881736765134
4024,Buncis,3383,2022-07-29,Kemarau,3867.8390194960334
4025,Tomat,5671,2022-07-29,Kemarau,6377.266441852873
4026,Sawi Putih,587,2022-07-30,Kemarau,655.5393939132167
4027,Cabe Chilli,26696,2022-07-30,Kemarau,29385.003939450286
4028,Cabe Kriting,22761,2022-07-30,Kemarau,25945.873161900774
4029,Cabe Rawit,24126,2022-07-30,Kemarau,26730.00833446081
4030,Kol,2904,2022-07-30,Kemarau,3229.5481938687744
4031,Buncis,4770,2022-07-30,Kemarau,5384.419591449838
4032,Tomat,5807,2022-07-30,Kemarau,6591.12426592661
4033,Sawi Putih,2959,2022-07-31,Kemarau,3383.7345747153727
4034,Cabe Chilli,32558,2022-07-31,Kemarau,36190.50650332701
4035,Cabe Kriting,79197,2022-07-31,Kemarau,87697.65251845392
4036,Cabe Rawit,59723,2022-07-31,Kemarau,67544.55012794284
4037,Kol,2605,2022-07-31,Kemarau,2937.8583964423824
4038,Buncis,4787,2022-07-31,Kemarau,5466.17566581386
4039,Tomat,8813,2022-07-31,Kemarau,9952.636362335397
4040,Sawi Putih,1457,2022-08-01,Kemarau,1632.3041418782625
4041,Cabe Chilli,21075,2022-08-01,Kemarau,24125.85489592935
4042,Cabe Kriting,26349,2022-08-01,Kemarau,29218.488947951777
4043,Cabe Rawit,59532,2022-08-01,Kemarau,66443.6744905144
4044,Kol,2209,2022-08-01,Kemarau,2460.304940247927
4045,Buncis,2091,2022-08-01,Kemarau,2315.192795109896
4046,Tomat,1728,2022-08-01,Kemarau,1930.9477194610813
4047,Sawi Putih,2398,2022-08-02,Kemarau,2700.7855626414953
4048,Cabe Chilli,44480,2022-08-02,Kemarau,50384.71471917133
4049,Cabe Kriting,67221,2022-08-02,Kemarau,74225.38784363175
4050,Cabe Rawit,74340,2022-08-02,Kemarau,82146.12181168406
4051,Kol,4079,2022-08-02,Kemarau,4638.832389371082
4052,Buncis,6305,2022-08-02,Kemarau,7069.595946597409
4053,Tomat,2184,2022-08-02,Kemarau,2410.2733851537905
4054,Sawi Putih,3009,2022-08-03,Kemarau,3451.2353926811807
4055,Cabe Chilli,37257,2022-08-03,Kemarau,42008.04129387888
4056,Cabe Kriting,27020,2022-08-03,Kemarau,30030.623634639454
4057,Cabe Rawit,28959,2022-08-03,Kemarau,33297.14770164002
4058,Kol,5856,2022-08-03,Kemarau,6684.8033036061615
4059,Buncis,2984,2022-08-03,Kemarau,3372.2120524034244
4060,Tomat,8644,2022-08-03,Kemarau,9785.947844220163
4061,Sawi Putih,3702,2022-08-04,Kemarau,4098.074758849636
4062,Cabe Chilli,59291,2022-08-04,Kemarau,66772.23684388452
4063,Cabe Kriting,21081,2022-08-04,Kemarau,23919.085949535893
4064,Cabe Rawit,87210,2022-08-04,Kemarau,98333.80205006333
4065,Kol,6082,2022-08-04,Kemarau,6906.560513760193
4066,Buncis,7216,2022-08-04,Kemarau,8117.092058590448
4067,Tomat,5293,2022-08-04,Kemarau,5855.37717225412
4068,Sawi Putih,1046,2022-08-05,Kemarau,1201.851293848798
4069,Cabe Chilli,33028,2022-08-05,Kemarau,37876.07883898557
4070,Cabe Kriting,64595,2022-08-05,Kemarau,72987.01909785473
4071,Cabe Rawit,76856,2022-08-05,Kemarau,86063.55355362805
4072,Kol,2761,2022-08-05,Kemarau,3095.548864860679
4073,Buncis,2177,2022-08-05,Kemarau,2487.5419786852412
4074,Tomat,9651,2022-08-05,Kemarau,10929.036315205161
4075,Sawi Putih,962,2022-08-06,Kemarau,1094.846654406547
4076,Cabe Chilli,48211,2022-08-06,Kemarau,53954.28267407895
4077,Cabe Kriting,78615,2022-08-06,Kemarau,87345.75341029558
4078,Cabe Rawit,57870,2022-08-06,Kemarau,64344.50366116957
4079,Kol,6948,2022-08-06,Kemarau,7811.006455385784
4080,Buncis,7081,2022-08-06,Kemarau,8080.051128555417
4081,Tomat,3608,2022-08-06,Kemarau,4078.3632153334256
4082,Sawi Putih,4446,2022-08-07,Kemarau,5044.628767851661
4083,Cabe Chilli,45749,2022-08-07,Kemarau,52132.60106714055
4084,Cabe Kriting,58205,2022-08-07,Kemarau,64256.89117634917
4085,Cabe Rawit,92798,2022-08-07,Kemarau,105464.87794304227
4086,Kol,2613,2022-08-07,Kemarau,2989.854461268194
4087,Buncis,6494,2022-08-07,Kemarau,7413.1298316824
4088,Tomat,2496,2022-08-07,Kemarau,2869.7870150116396
4089,Sawi Putih,4258,2022-08-08,Kemarau,4846.538159769593
4090,Cabe Chilli,70285,2022-08-08,Kemarau,77907.07415115189
4091,Cabe Kriting,69078,2022-08-08,Kemarau,78996.70232720798
4092,Cabe Rawit,22580,2022-08-08,Kemarau,25131.605225157597
4093,Kol,2400,2022-08-08,Kemarau,2685.8212515704327
4094,Buncis,3239,2022-08-08,Kemarau,3599.236269146936
4095,Tomat,4481,2022-08-08,Kemarau,5070.281850303449
4096,Sawi Putih,4557,2022-08-09,Kemarau,5105.190183244087
4097,Cabe Chilli,65768,2022-08-09,Kemarau,74642.13487529424
4098,Cabe Kriting,52689,2022-08-09,Kemarau,59924.25404849658
4099,Cabe Rawit,75902,2022-08-09,Kemarau,84424.48761777589
4100,Kol,5274,2022-08-09,Kemarau,5899.422238193128
4101,Buncis,2313,2022-08-09,Kemarau,2612.957250016026
4102,Tomat,6165,2022-08-09,Kemarau,7004.090984559125
4103,Sawi Putih,3887,2022-08-10,Kemarau,4295.233277080183
4104,Cabe Chilli,22799,2022-08-10,Kemarau,25446.57114465878
4105,Cabe Kriting,40671,2022-08-10,Kemarau,44888.247320294555
4106,Cabe Rawit,32877,2022-08-10,Kemarau,37301.505494334604
4107,Kol,4473,2022-08-10,Kemarau,4980.161277106224
4108,Buncis,7576,2022-08-10,Kemarau,8517.83908175424
4109,Tomat,9144,2022-08-10,Kemarau,10247.860715590366
4110,Sawi Putih,3123,2022-08-11,Kemarau,3520.5352271505053
4111,Cabe Chilli,61702,2022-08-11,Kemarau,68798.53298559418
4112,Cabe Kriting,36302,2022-08-11,Kemarau,39982.73911297449
4113,Cabe Rawit,34204,2022-08-11,Kemarau,38709.470107710345
4114,Kol,4905,2022-08-11,Kemarau,5484.969708844229
4115,Buncis,7093,2022-08-11,Kemarau,7891.509788652533
4116,Tomat,7662,2022-08-11,Kemarau,8611.86808772644
4117,Sawi Putih,2935,2022-08-12,Kemarau,3280.7470469265495
4118,Cabe Chilli,68865,2022-08-12,Kemarau,76522.75499295499
4119,Cabe Kriting,76630,2022-08-12,Kemarau,88050.77922177268
4120,Cabe Rawit,97571,2022-08-12,Kemarau,110078.37679343495
4121,Kol,6474,2022-08-12,Kemarau,7193.527973660427
4122,Buncis,2777,2022-08-12,Kemarau,3095.4992655374162
4123,Tomat,7270,2022-08-12,Kemarau,8139.659997612601
4124,Sawi Putih,2389,2022-08-13,Kemarau,2711.800451591589
4125,Cabe Chilli,40360,2022-08-13,Kemarau,46404.723240763415
4126,Cabe Kriting,77892,2022-08-13,Kemarau,86155.83384729146
4127,Cabe Rawit,25154,2022-08-13,Kemarau,27853.680890157775
4128,Kol,5587,2022-08-13,Kemarau,6391.033498895764
4129,Buncis,2845,2022-08-13,Kemarau,3252.3614994828217
4130,Tomat,9788,2022-08-13,Kemarau,10833.457035351166
4131,Sawi Putih,3765,2022-08-14,Kemarau,4153.624351518324
4132,Cabe Chilli,35200,2022-08-14,Kemarau,39903.86944224198
4133,Cabe Kriting,40449,2022-08-14,Kemarau,45202.34758211493
4134,Cabe Rawit,31655,2022-08-14,Kemarau,35665.292977028796
4135,Kol,5759,2022-08-14,Kemarau,6480.141692768811
4136,Buncis,2768,2022-08-14,Kemarau,3089.8587844441495
4137,Tomat,7090,2022-08-14,Kemarau,8080.845192494575
4138,Sawi Putih,1742,2022-08-15,Kemarau,1985.5311876053972
4139,Cabe Chilli,58775,2022-08-15,Kemarau,65323.19235173474
4140,Cabe Kriting,52644,2022-08-15,Kemarau,59097.74989153259
4141,Cabe Rawit,85711,2022-08-15,Kemarau,96749.70185720467
4142,Kol,5001,2022-08-15,Kemarau,5612.900152293647
4143,Buncis,6011,2022-08-15,Kemarau,6853.325335915518
4144,Tomat,9691,2022-08-15,Kemarau,10851.03552706412
4145,Sawi Putih,1577,2022-08-16,Kemarau,1747.399965527745
4146,Cabe Chilli,42525,2022-08-16,Kemarau,48423.97611007337
4147,Cabe Kriting,73551,2022-08-16,Kemarau,82710.2226355678
4148,Cabe Rawit,46089,2022-08-16,Kemarau,51246.128509638576
4149,Kol,6047,2022-08-16,Kemarau,6859.699332004637
4150,Buncis,3220,2022-08-16,Kemarau,3603.4093010681026
4151,Tomat,9536,2022-08-16,Kemarau,10501.299442030439
4152,Sawi Putih,2565,2022-08-17,Kemarau,2906.9601611252856
4153,Cabe Chilli,45543,2022-08-17,Kemarau,50945.412931391395
4154,Cabe Kriting,22752,2022-08-17,Kemarau,25611.097085709956
4155,Cabe Rawit,93238,2022-08-17,Kemarau,102771.06359464774
4156,Kol,5933,2022-08-17,Kemarau,6570.759250187696
4157,Buncis,6897,2022-08-17,Kemarau,7786.446381217411
4158,Tomat,3768,2022-08-17,Kemarau,4159.544346405704
4159,Sawi Putih,2474,2022-08-18,Kemarau,2812.8216197316465
4160,Cabe Chilli,74111,2022-08-18,Kemarau,84275.40322811011
4161,Cabe Kriting,42748,2022-08-18,Kemarau,48215.79266797778
4162,Cabe Rawit,99036,2022-08-18,Kemarau,113305.4852196101
4163,Kol,7921,2022-08-18,Kemarau,8878.454039799106
4164,Buncis,3390,2022-08-18,Kemarau,3865.2036844508066
4165,Tomat,1660,2022-08-18,Kemarau,1875.7250189777312
4166,Sawi Putih,3611,2022-08-19,Kemarau,4129.21718311602
4167,Cabe Chilli,66890,2022-08-19,Kemarau,74408.09922379052
4168,Cabe Kriting,53872,2022-08-19,Kemarau,60533.358486471545
4169,Cabe Rawit,98092,2022-08-19,Kemarau,109098.9995463616
4170,Kol,7598,2022-08-19,Kemarau,8685.821243817809
4171,Buncis,6172,2022-08-19,Kemarau,6871.240248376012
4172,Tomat,1056,2022-08-19,Kemarau,1162.882971430419
4173,Sawi Putih,1614,2022-08-20,Kemarau,1837.0912938209149
4174,Cabe Chilli,66256,2022-08-20,Kemarau,73695.23486663873
4175,Cabe Kriting,58033,2022-08-20,Kemarau,65139.14012301205
4176,Cabe Rawit,64805,2022-08-20,Kemarau,73362.43178785154
4177,Kol,6577,2022-08-20,Kemarau,7281.936274569606
4178,Buncis,4574,2022-08-20,Kemarau,5203.189404510319
4179,Tomat,7489,2022-08-20,Kemarau,8443.06308865536
4180,Sawi Putih,1591,2022-08-21,Kemarau,1826.0623906597389
4181,Cabe Chilli,36357,2022-08-21,Kemarau,41158.74272387821
4182,Cabe Kriting,44897,2022-08-21,Kemarau,51113.78594487043
4183,Cabe Rawit,68735,2022-08-21,Kemarau,75742.72628472515
4184,Kol,5571,2022-08-21,Kemarau,6265.729981387799
4185,Buncis,4636,2022-08-21,Kemarau,5217.529650159416
4186,Tomat,2162,2022-08-21,Kemarau,2417.9749979380595
4187,Sawi Putih,4943,2022-08-22,Kemarau,5527.368955848573
4188,Cabe Chilli,50949,2022-08-22,Kemarau,58025.39500228838
4189,Cabe Kriting,58751,2022-08-22,Kemarau,67152.39231767063
4190,Cabe Rawit,55504,2022-08-22,Kemarau,63374.74414867628
4191,Kol,2950,2022-08-22,Kemarau,3341.1366531949216
4192,Buncis,5139,2022-08-22,Kemarau,5776.188001556493
4193,Tomat,9676,2022-08-22,Kemarau,10711.201453268082
4194,Sawi Putih,4353,2022-08-23,Kemarau,4851.2621743562395
4195,Cabe Chilli,53038,2022-08-23,Kemarau,58703.914898316776
4196,Cabe Kriting,74774,2022-08-23,Kemarau,84975.6663772668
4197,Cabe Rawit,50090,2022-08-23,Kemarau,57367.09364106372
4198,Kol,3601,2022-08-23,Kemarau,4096.155714102048
4199,Buncis,4032,2022-08-23,Kemarau,4544.006313363629
4200,Tomat,9013,2022-08-23,Kemarau,10074.878380797027
4201,Sawi Putih,2460,2022-08-24,Kemarau,2730.701785326968
4202,Cabe Chilli,69780,2022-08-24,Kemarau,79246.54683649211
4203,Cabe Kriting,51754,2022-08-24,Kemarau,59042.528704773424
4204,Cabe Rawit,98352,2022-08-24,Kemarau,113010.13946193663
4205,Kol,6620,2022-08-24,Kemarau,7542.784153474514
4206,Buncis,5277,2022-08-24,Kemarau,6005.656303844114
4207,Tomat,3290,2022-08-24,Kemarau,3638.1311075046915
4208,Sawi Putih,3617,2022-08-25,Kemarau,4041.822463559071
4209,Cabe Chilli,46500,2022-08-25,Kemarau,53137.509908082924
4210,Cabe Kriting,50335,2022-08-25,Kemarau,56419.16917246446
4211,Cabe Rawit,91271,2022-08-25,Kemarau,100477.06023881683
4212,Kol,3237,2022-08-25,Kemarau,3702.490630161344
4213,Buncis,5316,2022-08-25,Kemarau,5947.870674698507
4214,Tomat,5195,2022-08-25,Kemarau,5971.351526068735
4215,Sawi Putih,2478,2022-08-26,Kemarau,2781.7607573898117
4216,Cabe Chilli,61325,2022-08-26,Kemarau,69229.99569298595
4217,Cabe Kriting,52709,2022-08-26,Kemarau,60121.7966967412
4218,Cabe Rawit,49281,2022-08-26,Kemarau,56441.84805300479
4219,Kol,2060,2022-08-26,Kemarau,2316.675910389199
4220,Buncis,5122,2022-08-26,Kemarau,5676.039094323536
4221,Tomat,5708,2022-08-26,Kemarau,6492.041368527432
4222,Sawi Putih,635,2022-08-27,Kemarau,722.1450283692878
