ID,Jenis Sayuran,Tanggal Harga,Harga Pengepul per Kilogram,Harga Pasar per Kilogram
3465,Cabe Kriting,2022-08-01,43068,46794.09095817682
3466,Cabe Rawit,2022-08-01,66239,72814.23954454031
3467,Kol,2022-08-01,2015,2195.9956635485983
3468,Buncis,2022-08-01,3655,3857.615058290843
3469,Sawi Putih,2022-08-02,4896,5172.219000481782
3470,Cabe Chilli,2022-08-02,26965,28381.41312073205
3471,Cabe Kriting,2022-08-02,47639,50943.36112558561
3472,Cabe Rawit,2022-08-02,68493,72032.7959969059
3473,Kol,2022-08-02,7311,7764.939625301868
3474,Buncis,2022-08-02,5499,5844.442149383057
3475,Sawi Putih,2022-08-03,721,770.2106943018057
3476,Cabe Chilli,2022-08-03,73745,78759.15163571607
3477,Cabe Kriting,2022-08-03,46395,49957.18191241358
3478,Cabe Rawit,2022-08-03,38619,42414.2088352311
3479,Kol,2022-08-03,3517,3707.3265429463077
3480,Buncis,2022-08-03,5761,6084.757257145616
3481,Sawi Putih,2022-08-04,4852,5249.552292161344
3482,Cabe Chilli,2022-08-04,42718,46063.82348698322
3483,Cabe Kriting,2022-08-04,34480,37482.8828665471
3484,Cabe Rawit,2022-08-04,55575,59808.048940199675
3485,Kol,2022-08-04,2788,2949.046324348852
3486,Buncis,2022-08-04,4758,5135.195043309053
3487,Sawi Putih,2022-08-05,1803,1949.8039013214666
3488,Cabe Chilli,2022-08-05,69432,73169.52506220761
3489,Cabe Kriting,2022-08-05,24367,25640.261564052766
3490,Cabe Rawit,2022-08-05,23035,24613.4547225898
3491,Kol,2022-08-05,5061,5547.678003724013
3492,Buncis,2022-08-05,3503,3678.453085310748
3493,Sawi Putih,2022-08-06,1213,1313.241542379101
3494,Cabe Chilli,2022-08-06,65504,69561.99842876862
3495,Cabe Kriting,2022-08-06,42957,45974.59590328689
3496,Cabe Rawit,2022-08-06,54195,58509.11296394408
3497,Kol,2022-08-06,4952,5330.54651357745
3498,Buncis,2022-08-06,5400,5759.763560162626
3499,Sawi Putih,2022-08-07,2469,2699.080933612539
3500,Cabe Chilli,2022-08-07,46160,50002.50671743211
3501,Cabe Kriting,2022-08-07,26165,27979.714118186406
3502,Cabe Rawit,2022-08-07,47139,50921.36839997288
3503,Kol,2022-08-07,7427,7806.576364903368
3504,Buncis,2022-08-07,7201,7690.811916628939
3505,Sawi Putih,2022-08-08,2649,2891.8309528053687
3506,Cabe Chilli,2022-08-08,45987,50171.23818465237
3507,Cabe Kriting,2022-08-08,75472,79776.04232852651
3508,Cabe Rawit,2022-08-08,26043,28452.110841235397
3509,Kol,2022-08-08,7604,8103.654213643888
3510,Buncis,2022-08-08,4584,5023.5918023501035
3511,Sawi Putih,2022-08-09,4637,4944.157382177777
3512,Cabe Chilli,2022-08-09,26773,28836.996963957452
3513,Cabe Kriting,2022-08-09,76704,80717.07830146162
3514,Cabe Rawit,2022-08-09,33040,35149.39474747128
3515,Kol,2022-08-09,2669,2854.604030680978
3516,Buncis,2022-08-09,6330,6919.577248600404
3517,Sawi Putih,2022-08-10,1415,1538.4285988221345
3518,Cabe Chilli,2022-08-10,57706,60623.70789971442
3519,Cabe Kriting,2022-08-10,34738,37162.418057276176
3520,Cabe Rawit,2022-08-10,70141,75903.89542171084
3521,Kol,2022-08-10,7096,7658.045268371326
3522,Buncis,2022-08-10,7286,7985.308129300187
3523,Sawi Putih,2022-08-11,892,947.8097692116814
3524,Cabe Chilli,2022-08-11,22074,23439.33636967961
3525,Cabe Kriting,2022-08-11,47549,50122.28361914203
3526,Cabe Rawit,2022-08-11,31593,33279.030606642176
3527,Kol,2022-08-11,4708,5008.469099444021
3528,Buncis,2022-08-11,3610,3864.134326428918
3529,Sawi Putih,2022-08-12,3242,3563.1348849996275
3530,Cabe Chilli,2022-08-12,48816,52960.14688565652
3531,Cabe Kriting,2022-08-12,31707,33727.41979351907
3532,Cabe Rawit,2022-08-12,58983,64709.89161169588
3533,Kol,2022-08-12,4059,4280.085266462125
3534,Buncis,2022-08-12,7358,7872.843663944528
3535,Sawi Putih,2022-08-13,883,968.8433780622368
3536,Cabe Chilli,2022-08-13,34976,37556.75987554304
3537,Cabe Kriting,2022-08-13,28155,30578.29180329694
3538,Cabe Rawit,2022-08-13,47138,51791.33310284996
3539,Kol,2022-08-13,3466,3782.7525261355254
3540,Buncis,2022-08-13,6272,6728.281108374663
3541,Sawi Putih,2022-08-14,4977,5329.715752225185
3542,Cabe Chilli,2022-08-14,71210,76133.46565620137
3543,Cabe Kriting,2022-08-14,52262,55442.37746453686
3544,Cabe Rawit,2022-08-14,34202,37083.89049805725
3545,Kol,2022-08-14,7544,8262.692281434012
3546,Buncis,2022-08-14,4559,4931.339775945596
3547,Sawi Putih,2022-08-15,1410,1532.511872756567
3548,Cabe Chilli,2022-08-15,70651,75201.67546137942
3549,Cabe Kriting,2022-08-15,58011,62987.245754784766
3550,Cabe Rawit,2022-08-15,65291,71134.96359802899
3551,Kol,2022-08-15,5545,5831.134952279372
3552,Buncis,2022-08-15,7309,7764.197933740163
3553,Sawi Putih,2022-08-16,4401,4714.419410648884
3554,Cabe Chilli,2022-08-16,46041,49252.070548574506
3555,Cabe Kriting,2022-08-16,43433,47224.42753267626
3556,Cabe Rawit,2022-08-16,38507,42216.93346480029
3557,Kol,2022-08-16,3626,3976.65242906916
3558,Buncis,2022-08-16,2956,3128.846636419039
3559,Sawi Putih,2022-08-17,1760,1900.9320185223107
3560,Cabe Chilli,2022-08-17,44715,48392.692812269364
3561,Cabe Kriting,2022-08-17,69418,75895.68131442659
3562,Cabe Rawit,2022-08-17,22146,23391.077576310272
3563,Kol,2022-08-17,6279,6618.783043222403
3564,Buncis,2022-08-17,2779,2932.207339568916
3565,Sawi Putih,2022-08-18,4723,4961.286859327041
3566,Cabe Chilli,2022-08-18,75896,81189.40225702217
3567,Cabe Kriting,2022-08-18,40034,43452.51562879426
3568,Cabe Rawit,2022-08-18,44637,48916.4660982402
3569,Kol,2022-08-18,3119,3320.510346450813
3570,Buncis,2022-08-18,6231,6800.3919547135365
3571,Sawi Putih,2022-08-19,4718,5096.354130429353
3572,Cabe Chilli,2022-08-19,34876,37028.32544583699
3573,Cabe Kriting,2022-08-19,48321,50794.87842531309
3574,Cabe Rawit,2022-08-19,31657,33950.8750130758
3575,Kol,2022-08-19,7388,8119.404018206812
3576,Buncis,2022-08-19,5728,6283.538670299509
3577,Sawi Putih,2022-08-20,4272,4495.705763403443
3578,Cabe Chilli,2022-08-20,76814,82674.53367615226
3579,Cabe Kriting,2022-08-20,78957,84742.40792916284
3580,Cabe Rawit,2022-08-20,75650,81587.73726498177
3581,Kol,2022-08-20,2566,2746.754015561951
3582,Buncis,2022-08-20,2746,2891.03476302505
3583,Sawi Putih,2022-08-21,2029,2186.0956764444504
3584,Cabe Chilli,2022-08-21,38134,41827.57728937541
3585,Cabe Kriting,2022-08-21,40877,43792.37570886916
3586,Cabe Rawit,2022-08-21,54236,59061.319967746094
3587,Kol,2022-08-21,6459,7041.490704277695
3588,Buncis,2022-08-21,4445,4859.415342242178
3589,Sawi Putih,2022-08-22,2491,2679.449389400006
3590,Cabe Chilli,2022-08-22,56365,61437.25875300221
3591,Cabe Kriting,2022-08-22,32470,35277.59929960006
3592,Cabe Rawit,2022-08-22,33147,35787.9026561947
3593,Kol,2022-08-22,6542,7103.5512164840875
3594,Buncis,2022-08-22,3878,4251.104935541188
3595,Sawi Putih,2022-08-23,806,885.4995589888292
3596,Cabe Chilli,2022-08-23,43600,45825.52932892132
3597,Cabe Kriting,2022-08-23,47774,50321.908074626415
3598,Cabe Rawit,2022-08-23,78671,86139.36565833201
3599,Kol,2022-08-23,7767,8462.813109135686
3600,Buncis,2022-08-23,6113,6512.457701358618
3601,Sawi Putih,2022-08-24,1195,1289.3092464306792
3602,Cabe Chilli,2022-08-24,74555,79111.45466397464
3603,Cabe Kriting,2022-08-24,78460,84646.46672729834
3604,Cabe Rawit,2022-08-24,73474,77293.05734010707
3605,Kol,2022-08-24,3818,4170.0395807834175
3606,Buncis,2022-08-24,6827,7239.006520187997
3607,Sawi Putih,2022-08-25,1347,1479.0250694957226
3608,Cabe Chilli,2022-08-25,74728,81441.7045642278
3609,Cabe Kriting,2022-08-25,73664,77418.78195747573
3610,Cabe Rawit,2022-08-25,54656,60013.63043920711
3611,Kol,2022-08-25,4736,5041.287707555233
3612,Buncis,2022-08-25,4809,5156.913769185846
3613,Sawi Putih,2022-08-26,3791,4128.396827563863
3614,Cabe Chilli,2022-08-26,38338,40728.62898422084
3615,Cabe Kriting,2022-08-26,30199,32515.812108741276
3616,Cabe Rawit,2022-08-26,41033,44039.20156080994
3617,Kol,2022-08-26,7616,8235.831824490184
3618,Buncis,2022-08-26,3354,3543.514291968608
3619,Sawi Putih,2022-08-27,1090,1164.623992494287
3620,Cabe Chilli,2022-08-27,52240,56580.50542995434
3621,Cabe Kriting,2022-08-27,64829,71137.50567590566
3622,Cabe Rawit,2022-08-27,39424,42063.439698119924
3623,Kol,2022-08-27,6010,6604.592549578347
3624,Buncis,2022-08-27,6057,6432.6166517082565
3625,Sawi Putih,2022-08-28,3897,4092.7569060006367
3626,Cabe Chilli,2022-08-28,32837,36055.31898224809
3627,Cabe Kriting,2022-08-28,40081,42147.53101673205
3628,Cabe Rawit,2022-08-28,55899,61067.84403910554
3629,Kol,2022-08-28,4014,4352.324559115979
3630,Buncis,2022-08-28,5641,5942.5173306802
3631,Sawi Putih,2022-08-29,1994,2183.2337583043054
3632,Cabe Chilli,2022-08-29,68471,72477.53589048365
3633,Cabe Kriting,2022-08-29,33132,35352.797535857724
3634,Cabe Rawit,2022-08-29,36868,39347.05579659862
3635,Kol,2022-08-29,7642,8316.828297597543
3636,Buncis,2022-08-29,2868,3012.697126582264
3637,Sawi Putih,2022-08-30,2802,3074.944140823239
3638,Cabe Chilli,2022-08-30,39739,42674.17206144189
3639,Cabe Kriting,2022-08-30,65295,69991.96211984276
3640,Cabe Rawit,2022-08-30,31497,33201.09718606118
3641,Kol,2022-08-30,4900,5145.11404106444
3642,Buncis,2022-08-30,3839,4195.90198719305
3643,Sawi Putih,2022-08-31,4676,5093.672724082497
3644,Cabe Chilli,2022-08-31,28345,29962.428294894245
3645,Cabe Kriting,2022-08-31,52531,55593.97860696318
3646,Cabe Rawit,2022-08-31,52342,56387.02400976309
3647,Kol,2022-08-31,6553,6890.050963633063
3648,Buncis,2022-08-31,3036,3254.8311459300153
3649,Sawi Putih,2022-09-01,2720,2887.2487819187704
3650,Cabe Chilli,2022-09-01,53883,58098.902528622
3651,Cabe Kriting,2022-09-01,73352,79268.49285658724
3652,Cabe Rawit,2022-09-01,73475,77380.36817370611
3653,Kol,2022-09-01,3040,3335.7774396006857
3654,Buncis,2022-09-01,7809,8583.852622160124
3655,Sawi Putih,2022-09-02,1587,1693.1874502493704
3656,Cabe Chilli,2022-09-02,53445,56491.49072629311
3657,Cabe Kriting,2022-09-02,47630,50243.489909233336
3658,Cabe Rawit,2022-09-02,26020,27967.471592354657
3659,Kol,2022-09-02,3200,3395.89351794024
3660,Buncis,2022-09-02,6917,7271.7908416105165
3661,Sawi Putih,2022-09-03,2412,2594.0678758966833
3662,Cabe Chilli,2022-09-03,52729,57093.640462997995
3663,Cabe Kriting,2022-09-03,76754,81054.47001087065
3664,Cabe Rawit,2022-09-03,57580,62324.48461316563
3665,Kol,2022-09-03,4236,4602.274733272441
3666,Buncis,2022-09-03,2122,2242.5569687636835
3667,Sawi Putih,2022-09-04,2329,2544.801466367852
3668,Cabe Chilli,2022-09-04,39932,43920.75095579248
3669,Cabe Kriting,2022-09-04,52397,55591.1075905865
3670,Cabe Rawit,2022-09-04,77904,83996.63324275565
3671,Kol,2022-09-04,3116,3305.4051690594965
3672,Buncis,2022-09-04,2326,2554.346781616955
3673,Sawi Putih,2022-09-05,750,795.4358973628416
3674,Cabe Chilli,2022-09-05,77397,82527.42521509141
3675,Cabe Kriting,2022-09-05,25801,28306.271611809472
3676,Cabe Rawit,2022-09-05,73299,77991.81665999875
3677,Kol,2022-09-05,3151,3334.8176149381366
3678,Buncis,2022-09-05,7597,8289.33570189573
3679,Sawi Putih,2022-09-06,2651,2848.285027951019
3680,Cabe Chilli,2022-09-06,51831,54558.09813850567
3681,Cabe Kriting,2022-09-06,70267,74488.13929424575
3682,Cabe Rawit,2022-09-06,68035,74050.50462728569
3683,Kol,2022-09-06,6405,6738.90408371338
3684,Buncis,2022-09-06,7758,8449.005708484332
3685,Sawi Putih,2022-09-07,3539,3863.5944709000587
3686,Cabe Chilli,2022-09-07,31427,33334.097822240474
3687,Cabe Kriting,2022-09-07,43766,46327.07127757077
3688,Cabe Rawit,2022-09-07,21143,23209.844142755617
3689,Kol,2022-09-07,5173,5612.558028383879
3690,Buncis,2022-09-07,5403,5874.137113879838
3691,Sawi Putih,2022-09-08,4940,5338.101595795513
3692,Cabe Chilli,2022-09-08,27412,29635.994836391015
3693,Cabe Kriting,2022-09-08,62692,66549.256059508
3694,Cabe Rawit,2022-09-08,62148,65962.63098302604
3695,Kol,2022-09-08,3431,3636.285174888557
3696,Buncis,2022-09-08,6354,6905.520610856927
3697,Sawi Putih,2022-09-09,4851,5185.378603594335
3698,Cabe Chilli,2022-09-09,57591,62532.918374999295
3699,Cabe Kriting,2022-09-09,63921,68489.12255517965
3700,Cabe Rawit,2022-09-09,25869,27997.68000936958
3701,Kol,2022-09-09,2794,3021.4787999492955
3702,Buncis,2022-09-09,2501,2691.5050165505704
3703,Sawi Putih,2022-09-10,2655,2907.315392371719
3704,Cabe Chilli,2022-09-10,30043,32035.666274141528
3705,Cabe Kriting,2022-09-10,68049,73171.90131981533
3706,Cabe Rawit,2022-09-10,74025,81079.13866447828
3707,Kol,2022-09-10,4132,4446.586969557592
3708,Buncis,2022-09-10,7213,7790.772406388846
3709,Sawi Putih,2022-09-11,4412,4707.851209617196
3710,Cabe Chilli,2022-09-11,60758,65105.74301626395
3711,Cabe Kriting,2022-09-11,40807,44396.40488126242
3712,Cabe Rawit,2022-09-11,64745,68612.79014169234
3713,Kol,2022-09-11,7084,7449.473897679921
3714,Buncis,2022-09-11,5798,6277.137621622098
3715,Sawi Putih,2022-09-12,701,742.6228364397577
3716,Cabe Chilli,2022-09-12,47773,52145.539092021136
3717,Cabe Kriting,2022-09-12,74267,80024.96814717079
3718,Cabe Rawit,2022-09-12,44199,46984.59286964381
3719,Kol,2022-09-12,7226,7692.284629048947
3720,Buncis,2022-09-12,4040,4334.867860884274
3721,Sawi Putih,2022-09-13,1231,1321.6171564853694
3722,Cabe Chilli,2022-09-13,38757,42036.31395064482
3723,Cabe Kriting,2022-09-13,75988,80115.87243694373
3724,Cabe Rawit,2022-09-13,28935,31814.154520604843
3725,Kol,2022-09-13,5947,6480.930569905535
3726,Buncis,2022-09-13,3075,3260.0736626439716
3727,Sawi Putih,2022-09-14,1190,1263.3814032396824
3728,Cabe Chilli,2022-09-14,57593,60739.70474793055
3729,Cabe Kriting,2022-09-14,26455,28511.88354327444
3730,Cabe Rawit,2022-09-14,56874,60694.18530277862
3731,Kol,2022-09-14,7520,8054.596994463913
3732,Buncis,2022-09-14,6748,7145.7196775405
3733,Sawi Putih,2022-09-15,2720,2910.002427621026
3734,Cabe Chilli,2022-09-15,67143,73333.97330509032
3735,Cabe Kriting,2022-09-15,51933,54604.99609424137
3736,Cabe Rawit,2022-09-15,68459,74452.65851465946
3737,Kol,2022-09-15,7204,7732.042866510623
3738,Buncis,2022-09-15,2158,2327.366282903998
3739,Sawi Putih,2022-09-16,4181,4528.248258942415
3740,Cabe Chilli,2022-09-16,22554,24267.18115403885
3741,Cabe Kriting,2022-09-16,55898,58960.93150903385
3742,Cabe Rawit,2022-09-16,64176,67545.73361801678
3743,Kol,2022-09-16,4291,4665.701281267954
3744,Buncis,2022-09-16,7163,7847.047208661548
3745,Sawi Putih,2022-09-17,3272,3560.8289392615784
3746,Cabe Chilli,2022-09-17,33543,35648.30289400967
3747,Cabe Kriting,2022-09-17,33788,36533.27973876036
3748,Cabe Rawit,2022-09-17,70135,76675.31310458803
3749,Kol,2022-09-17,4593,4834.264120695207
3750,Buncis,2022-09-17,6426,6826.215547785875
3751,Sawi Putih,2022-09-18,4803,5190.173816314909
3752,Cabe Chilli,2022-09-18,76819,80691.90140274315
3753,Cabe Kriting,2022-09-18,65344,69235.19559763421
3754,Cabe Rawit,2022-09-18,45994,49307.22954449754
3755,Kol,2022-09-18,5198,5618.3663726616005
3756,Buncis,2022-09-18,7826,8481.09789065874
3757,Sawi Putih,2022-09-19,2731,2893.9972960300474
3758,Cabe Chilli,2022-09-19,29910,32402.3476972431
3759,Cabe Kriting,2022-09-19,74591,78887.21303445593
3760,Cabe Rawit,2022-09-19,62358,67673.49437750483
3761,Kol,2022-09-19,6262,6583.49757873594
3762,Buncis,2022-09-19,2182,2294.7798553425487
3763,Sawi Putih,2022-09-20,3020,3238.0186546466725
3764,Cabe Chilli,2022-09-20,55024,60387.94771324658
3765,Cabe Kriting,2022-09-20,25410,27400.666343532357
3766,Cabe Rawit,2022-09-20,54321,57696.725418954244
3767,Kol,2022-09-20,2116,2304.878139467854
3768,Buncis,2022-09-20,5789,6195.211255608437
3769,Sawi Putih,2022-09-21,1555,1654.5766663127529
3770,Cabe Chilli,2022-09-21,53487,57017.40460502422
3771,Cabe Kriting,2022-09-21,75990,82501.00227222168
3772,Cabe Rawit,2022-09-21,31191,34228.06691591328
3773,Kol,2022-09-21,7949,8588.65305497981
3774,Buncis,2022-09-21,7002,7560.637348855924
3775,Sawi Putih,2022-09-22,1720,1819.3409635227638
3776,Cabe Chilli,2022-09-22,61369,67202.0978800932
3777,Cabe Kriting,2022-09-22,66697,72637.64350771421
3778,Cabe Rawit,2022-09-22,72141,76974.36202654647
3779,Kol,2022-09-22,4148,4482.839058898837
3780,Buncis,2022-09-22,6923,7415.007746619902
3781,Sawi Putih,2022-09-23,1888,1982.4078539450522
3782,Cabe Chilli,2022-09-23,29557,31566.186159622845
3783,Cabe Kriting,2022-09-23,22945,25070.476053963022
3784,Cabe Rawit,2022-09-23,37767,40795.33927605979
3785,Kol,2022-09-23,7309,8030.434141510988
3786,Buncis,2022-09-23,7078,7462.238819326514
3787,Sawi Putih,2022-09-24,4321,4624.414107240792
3788,Cabe Chilli,2022-09-24,73389,79683.1053602038
3789,Cabe Kriting,2022-09-24,71084,77357.4816997459
3790,Cabe Rawit,2022-09-24,70059,74421.83108223134
3791,Kol,2022-09-24,4032,4387.8649605038945
3792,Buncis,2022-09-24,6501,6936.796443521223
3793,Sawi Putih,2022-09-25,3997,4237.217978495008
3794,Cabe Chilli,2022-09-25,47924,50556.85238279276
3795,Cabe Kriting,2022-09-25,57818,61388.999482905965
3796,Cabe Rawit,2022-09-25,36739,39638.878032903325
3797,Kol,2022-09-25,4715,5090.383955765119
3798,Buncis,2022-09-25,4684,4927.267824338938
3799,Sawi Putih,2022-09-26,3051,3213.691890095676
3800,Cabe Chilli,2022-09-26,41141,44811.63922384476
3801,Cabe Kriting,2022-09-26,29818,31864.418212192784
3802,Cabe Rawit,2022-09-26,21600,23019.541756756327
3803,Kol,2022-09-26,3972,4208.641866466347
3804,Buncis,2022-09-26,3847,4228.645987984491
3805,Sawi Putih,2022-09-27,2639,2785.661190240259
3806,Cabe Chilli,2022-09-27,53138,57211.15803782942
3807,Cabe Kriting,2022-09-27,54596,58983.86986450681
3808,Cabe Rawit,2022-09-27,41631,45329.75723331596
3809,Kol,2022-09-27,7655,8205.066094388965
3810,Buncis,2022-09-27,5891,6354.521415223082
3811,Sawi Putih,2022-09-28,4307,4583.324925407443
3812,Cabe Chilli,2022-09-28,35456,37450.82655705944
3813,Cabe Kriting,2022-09-28,60920,66970.68546353647
3814,Cabe Rawit,2022-09-28,70538,75517.9330060266
3815,Kol,2022-09-28,4862,5213.962076261184
3816,Buncis,2022-09-28,2740,2942.7890202692265
3817,Sawi Putih,2022-09-29,2379,2587.1722900876116
3818,Cabe Chilli,2022-09-29,31101,34096.80924985662
3819,Cabe Kriting,2022-09-29,48708,52069.90648262919
3820,Cabe Rawit,2022-09-29,73421,77124.5260684469
3821,Kol,2022-09-29,5113,5433.312678948598
3822,Buncis,2022-09-29,6877,7318.191608873958
3823,Sawi Putih,2022-09-30,3367,3678.553286753287
3824,Cabe Chilli,2022-09-30,51952,55444.18891821975
3825,Cabe Kriting,2022-09-30,40400,44089.36190750568
3826,Cabe Rawit,2022-09-30,31963,34401.94004071578
3827,Kol,2022-09-30,7834,8463.208225043807
3828,Buncis,2022-09-30,3875,4181.3117529849105
3829,Sawi Putih,2022-10-01,2419,2641.83805522077
3830,Cabe Chilli,2022-10-01,24152,25736.292274195843
3831,Cabe Kriting,2022-10-01,63678,68197.14676258978
3832,Cabe Rawit,2022-10-01,33745,36865.748295370904
3833,Kol,2022-10-01,4910,5400.86552437014
3834,Buncis,2022-10-01,5756,6224.291614383116
3835,Sawi Putih,2022-10-02,3207,3422.8446610865535
3836,Cabe Chilli,2022-10-02,24984,27047.97662299805
3837,Cabe Kriting,2022-10-02,38400,41134.07267430244
3838,Cabe Rawit,2022-10-02,78200,84014.9557126838
3839,Kol,2022-10-02,7854,8634.790712423082
3840,Buncis,2022-10-02,3109,3286.7902425476705
3841,Sawi Putih,2022-10-03,3881,4158.707133528141
3842,Cabe Chilli,2022-10-03,37456,39888.38499422431
3843,Cabe Kriting,2022-10-03,26151,27820.049842562512
3844,Cabe Rawit,2022-10-03,59185,63045.609805777895
3845,Kol,2022-10-03,7595,7982.433624987993
3846,Buncis,2022-10-03,3107,3300.332787014478
3847,Sawi Putih,2022-10-04,2788,3058.1439805858504
3848,Cabe Chilli,2022-10-04,41126,43475.55348796378
3849,Cabe Kriting,2022-10-04,24830,27088.580988697955
3850,Cabe Rawit,2022-10-04,65701,69016.9269881211
3851,Kol,2022-10-04,5532,5821.395106986263
3852,Buncis,2022-10-04,4488,4738.958955772365
3853,Sawi Putih,2022-10-05,3946,4337.837076271064
3854,Cabe Chilli,2022-10-05,52532,56704.18171451248
3855,Cabe Kriting,2022-10-05,50155,53792.63548218423
3856,Cabe Rawit,2022-10-05,66460,72409.73360871513
3857,Kol,2022-10-05,7577,8061.7556963329735
3858,Buncis,2022-10-05,2262,2397.2036445137164
3859,Sawi Putih,2022-10-06,2732,2888.1199850012454
3860,Cabe Chilli,2022-10-06,75189,81331.02998996346
3861,Cabe Kriting,2022-10-06,40485,44514.90514735974
3862,Cabe Rawit,2022-10-06,23293,24639.602689415016
3863,Kol,2022-10-06,7505,8024.202985518535
3864,Buncis,2022-10-06,2919,3134.4518648208737
3865,Sawi Putih,2022-10-07,4178,4516.487159946047
3866,Cabe Chilli,2022-10-07,33698,35566.92295010579
3867,Cabe Kriting,2022-10-07,34386,37788.57032049028
3868,Cabe Rawit,2022-10-07,43427,46051.886213439444
3869,Kol,2022-10-07,6908,7489.0655100195745
3870,Buncis,2022-10-07,7116,7554.981275270361
3871,Sawi Putih,2022-10-08,2735,2922.3558035062206
3872,Cabe Chilli,2022-10-08,72523,78238.75823608186
3873,Cabe Kriting,2022-10-08,28865,31286.89007271
3874,Cabe Rawit,2022-10-08,33733,35814.1776917424
3875,Kol,2022-10-08,7466,8135.652784597723
3876,Buncis,2022-10-08,7696,8406.1102508859
3877,Sawi Putih,2022-10-09,4072,4297.2411723964005
3878,Cabe Chilli,2022-10-09,38218,42020.042648951654
3879,Cabe Kriting,2022-10-09,78385,85457.80589310754
3880,Cabe Rawit,2022-10-09,79053,86561.2245507684
3881,Kol,2022-10-09,6145,6610.298809819356
3882,Buncis,2022-10-09,5125,5474.272722658307
3883,Sawi Putih,2022-10-10,1691,1824.8308788454262
3884,Cabe Chilli,2022-10-10,23379,24738.935401708175
3885,Cabe Kriting,2022-10-10,49539,52995.20942527176
3886,Cabe Rawit,2022-10-10,24087,26367.787167851737
3887,Kol,2022-10-10,6309,6925.533253401732
3888,Buncis,2022-10-10,6737,7088.771540597047
3889,Sawi Putih,2022-10-11,770,815.4449703326152
3890,Cabe Chilli,2022-10-11,70156,74717.99323301208
3891,Cabe Kriting,2022-10-11,22322,23973.251218683075
3892,Cabe Rawit,2022-10-11,75768,79714.76130842052
3893,Kol,2022-10-11,3431,3627.6491680217423
3894,Buncis,2022-10-11,2731,3002.15810310198
3895,Sawi Putih,2022-10-12,3516,3746.834559146028
3896,Cabe Chilli,2022-10-12,55609,58991.65938395605
3897,Cabe Kriting,2022-10-12,41928,45154.62532086687
3898,Cabe Rawit,2022-10-12,72146,78430.50170126578
3899,Kol,2022-10-12,3480,3670.533012369818
3900,Buncis,2022-10-12,4647,5107.154110766882
3901,Sawi Putih,2022-10-13,1253,1361.9465374950487
3902,Cabe Chilli,2022-10-13,53198,57103.441848464754
3903,Cabe Kriting,2022-10-13,32856,34599.82401224276
3904,Cabe Rawit,2022-10-13,46714,50141.758355396254
3905,Kol,2022-10-13,7935,8553.728957775294
3906,Buncis,2022-10-13,7862,8373.73902957177
3907,Sawi Putih,2022-10-14,2423,2552.964172369283
3908,Cabe Chilli,2022-10-14,65743,70016.63496086899
3909,Cabe Kriting,2022-10-14,37895,40538.67991822376
3910,Cabe Rawit,2022-10-14,41822,44796.0130386856
3911,Kol,2022-10-14,4074,4349.5445939157
3912,Buncis,2022-10-14,5526,5967.744380775202
3913,Sawi Putih,2022-10-15,4317,4738.502300930026
3914,Cabe Chilli,2022-10-15,20496,22188.582266301346
3915,Cabe Kriting,2022-10-15,21898,23693.737836393564
3916,Cabe Rawit,2022-10-15,58024,61718.78096834824
3917,Kol,2022-10-15,5723,6072.272443024098
3918,Buncis,2022-10-15,7115,7708.185432290391
3919,Sawi Putih,2022-10-16,1547,1698.2609718923793
3920,Cabe Chilli,2022-10-16,62018,65953.53327071553
3921,Cabe Kriting,2022-10-16,52706,55391.31430226103
3922,Cabe Rawit,2022-10-16,20155,21410.717724114274
3923,Kol,2022-10-16,5594,6062.340981498582
3924,Buncis,2022-10-16,4229,4525.499784014861
3925,Sawi Putih,2022-10-17,645,705.6308577608233
3926,Cabe Chilli,2022-10-17,48117,50735.033242360514
3927,Cabe Kriting,2022-10-17,50223,54951.01527385228
3928,Cabe Rawit,2022-10-17,73144,77728.18380398808
3929,Kol,2022-10-17,3886,4204.020637849076
3930,Buncis,2022-10-17,2408,2622.1781128784955
3931,Sawi Putih,2022-10-18,773,823.2915088973583
3932,Cabe Chilli,2022-10-18,44569,48782.908799871926
3933,Cabe Kriting,2022-10-18,54716,58156.76207045903
3934,Cabe Rawit,2022-10-18,58037,63628.16721603671
3935,Kol,2022-10-18,7661,8046.166969173647
3936,Buncis,2022-10-18,2259,2449.829306068436
3937,Sawi Putih,2022-10-19,2600,2816.9134672870437
3938,Cabe Chilli,2022-10-19,46744,50508.54762003949
3939,Cabe Kriting,2022-10-19,50181,54189.7946321754
3940,Cabe Rawit,2022-10-19,77962,85596.97209609715
3941,Kol,2022-10-19,4116,4428.792479112361
3942,Buncis,2022-10-19,7867,8552.330445333988
3943,Sawi Putih,2022-10-20,4131,4356.653040237223
3944,Cabe Chilli,2022-10-20,44758,47614.491910507815
3945,Cabe Kriting,2022-10-20,23003,25301.92477675939
3946,Cabe Rawit,2022-10-20,41652,43992.872422594635
3947,Kol,2022-10-20,5960,6357.903128682544
3948,Buncis,2022-10-20,5057,5451.1286315731195
3949,Sawi Putih,2022-10-21,4969,5294.718025729741
3950,Cabe Chilli,2022-10-21,61910,66652.9083033296
3951,Cabe Kriting,2022-10-21,71140,75500.77773516375
3952,Cabe Rawit,2022-10-21,41390,44160.51419763009
3953,Kol,2022-10-21,2284,2424.330001656431
3954,Buncis,2022-10-21,3773,4080.8808979345663
