ID,Jenis Sayuran,Tanggal Harga,Season,Harga Beli Pengepul per Kilogram,Harga Beli Pasar per Kilogram
2930,Cabe Chilli,5/4/2022,Kemarau,29221.43166,34194.39681
2931,Cabe Kriting,5/4/2022,Kemarau,39394.7164,42846.34769
2932,Cabe Rawit,5/4/2022,Kemarau,59935.00627,63153.89022
2933,Kol,5/4/2022,Kemarau,9922.118772,10557.16509
2934,Buncis,5/4/2022,Kemarau,7245.327953,8374.864633
2935,Sawi Putih,5/5/2022,Kemarau,3565.634393,3849.325766
2936,Cabe Chilli,5/5/2022,Kemarau,31582.23095,35748.68674
2937,Cabe Kriting,5/5/2022,Kemarau,37458.19846,42095.03565
2938,Cabe Rawit,5/5/2022,Kemarau,51203.53962,58538.74449
2939,Kol,5/5/2022,Kemarau,10897.99697,11933.99059
2940,Buncis,5/5/2022,Kemarau,8207.848529,8763.27815
2941,Sawi Putih,5/6/2022,Kemarau,2059.915337,2202.426583
2942,Cabe Chilli,5/6/2022,Kemarau,28732.89288,32038.27105
2943,Cabe Kriting,5/6/2022,Kemarau,34621.99685,39447.12364
2944,Cabe Rawit,5/6/2022,Kemarau,56338.31013,63696.9433
2945,Kol,5/6/2022,Kemarau,4569.787,4852.921965
2946,Buncis,5/6/2022,Kemarau,5928.299095,6496.828784
2947,Sawi Putih,5/7/2022,Kemarau,1708.120375,1950.003991
2948,Cabe Chilli,5/7/2022,Kemarau,22709.62164,24411.06707
2949,Cabe Kriting,5/7/2022,Kemarau,29636.46598,34779.21293
2950,Cabe Rawit,5/7/2022,Kemarau,49173.32258,57211.22897
2951,Kol,5/7/2022,Kemarau,8258.877501,8885.32174
2952,Buncis,5/7/2022,Kemarau,3126.651988,3448.588681
2953,Sawi Putih,5/8/2022,Kemarau,2616.732274,2930.117158
2954,Cabe Chilli,5/8/2022,Kemarau,29843.42625,34388.01361
2955,Cabe Kriting,5/8/2022,Kemarau,34739.21057,38617.06985
2956,Cabe Rawit,5/8/2022,Kemarau,53310.90878,60460.2546
2957,Kol,5/8/2022,Kemarau,4281.496854,4981.244918
2958,Buncis,5/8/2022,Kemarau,4368.892001,4602.605666
2959,Sawi Putih,5/9/2022,Kemarau,3029.89032,3408.769596
2960,Cabe Chilli,5/9/2022,Kemarau,25518.23649,27411.54616
2961,Cabe Kriting,5/9/2022,Kemarau,41604.06244,45306.76364
2962,Cabe Rawit,5/9/2022,Kemarau,61720.38009,69226.86718
2963,Kol,5/9/2022,Kemarau,7889.641963,8699.578951
2964,Buncis,5/9/2022,Kemarau,3670.397669,4286.287425
2965,Sawi Putih,5/10/2022,Kemarau,4627.133818,5246.376462
2966,Cabe Chilli,5/10/2022,Kemarau,20898.11118,23212.44147
2967,Cabe Kriting,5/10/2022,Kemarau,38412.85623,44100.66891
2968,Cabe Rawit,5/10/2022,Kemarau,57791.17977,63595.06639
2969,Kol,5/10/2022,Kemarau,10349.09187,11213.93822
2970,Buncis,5/10/2022,Kemarau,8893.460152,9805.667156
2971,Sawi Putih,5/11/2022,Kemarau,903.435243,972.5087049
2972,Cabe Chilli,5/11/2022,Kemarau,25473.77714,28471.55405
2973,Cabe Kriting,5/11/2022,Kemarau,26866.09727,31165.52636
2974,Cabe Rawit,5/11/2022,Kemarau,44055.13183,50835.33789
2975,Kol,5/11/2022,Kemarau,6887.29058,7327.328457
2976,Buncis,5/11/2022,Kemarau,6577.143191,7644.019457
2977,Sawi Putih,5/12/2022,Kemarau,3144.665592,3589.925952
2978,Cabe Chilli,5/12/2022,Kemarau,26175.92913,29403.49734
2979,Cabe Kriting,5/12/2022,Kemarau,36872.85695,39930.15127
2980,Cabe Rawit,5/12/2022,Kemarau,56361.2016,61514.68492
2981,Kol,5/12/2022,Kemarau,5523.446306,5950.101481
2982,Buncis,5/12/2022,Kemarau,7200.22413,7859.415974
2983,Sawi Putih,5/13/2022,Kemarau,3948.836447,4436.025009
2984,Cabe Chilli,5/13/2022,Kemarau,22859.08108,26859.0586
2985,Cabe Kriting,5/13/2022,Kemarau,39471.78251,45145.72249
2986,Cabe Rawit,5/13/2022,Kemarau,45145.26889,49681.46113
2987,Kol,5/13/2022,Kemarau,5559.367977,6117.567313
2988,Buncis,5/13/2022,Kemarau,5980.052537,6608.946136
2989,Sawi Putih,5/14/2022,Kemarau,2467.727592,2657.660999
2990,Cabe Chilli,5/14/2022,Kemarau,31684.16959,34811.80477
2991,Cabe Kriting,5/14/2022,Kemarau,36478.66812,41358.61156
2992,Cabe Rawit,5/14/2022,Kemarau,45910.7874,53984.71567
2993,Kol,5/14/2022,Kemarau,8728.944191,10209.1842
2994,Buncis,5/14/2022,Kemarau,7539.183161,8514.118148
2995,Sawi Putih,5/15/2022,Kemarau,4048.82818,4667.598285
2996,Cabe Chilli,5/15/2022,Kemarau,27264.57021,29547.01276
2997,Cabe Kriting,5/15/2022,Kemarau,29379.89254,34296.81305
2998,Cabe Rawit,5/15/2022,Kemarau,51999.50629,56084.69392
2999,Kol,5/15/2022,Kemarau,6803.66473,7748.745607
3000,Buncis,5/15/2022,Kemarau,5645.092902,6181.770192
3001,Sawi Putih,5/16/2022,Kemarau,2633.093024,3082.829879
3002,Cabe Chilli,5/16/2022,Kemarau,26599.20084,30601.98718
3003,Cabe Kriting,5/16/2022,Kemarau,37405.8386,39380.06603
3004,Cabe Rawit,5/16/2022,Kemarau,49630.72538,53405.28855
3005,Kol,5/16/2022,Kemarau,11456.55332,12498.66313
3006,Buncis,5/16/2022,Kemarau,3751.448332,4207.019088
3007,Sawi Putih,5/17/2022,Kemarau,3930.033054,4139.930194
3008,Cabe Chilli,5/17/2022,Kemarau,23858.98295,25511.16231
3009,Cabe Kriting,5/17/2022,Kemarau,24516.21571,28329.55247
3010,Cabe Rawit,5/17/2022,Kemarau,33075.90379,37951.50815
3011,Kol,5/17/2022,Kemarau,5664.33181,6661.326062
3012,Buncis,5/17/2022,Kemarau,4978.298972,5517.882433
3013,Sawi Putih,5/18/2022,Kemarau,2463.534053,2629.305568
3014,Cabe Chilli,5/18/2022,Kemarau,16429.32135,18389.69842
3015,Cabe Kriting,5/18/2022,Kemarau,24798.73061,26618.49942
3016,Cabe Rawit,5/18/2022,Kemarau,35912.85733,39488.24982
3017,Kol,5/18/2022,Kemarau,8017.578655,9234.527391
3018,Buncis,5/18/2022,Kemarau,5233.31773,5947.018432
3019,Sawi Putih,5/19/2022,Kemarau,3497.080231,3807.800013
3020,Cabe Chilli,5/19/2022,Kemarau,17534.34963,19168.57486
3021,Cabe Kriting,5/19/2022,Kemarau,25304.51196,28364.71151
3022,Cabe Rawit,5/19/2022,Kemarau,32582.7225,38068.80131
3023,Kol,5/19/2022,Kemarau,3847.813443,4381.304034
3024,Buncis,5/19/2022,Kemarau,3205.381426,3440.74282
3025,Sawi Putih,5/20/2022,Kemarau,2867.094937,3293.608091
3026,Cabe Chilli,5/20/2022,Kemarau,17118.50142,18461.81032
3027,Cabe Kriting,5/20/2022,Kemarau,28594.37838,33361.3894
3028,Cabe Rawit,5/20/2022,Kemarau,54600.2105,61192.30924
3029,Kol,5/20/2022,Kemarau,8632.070545,9414.444054
3030,Buncis,5/20/2022,Kemarau,4231.890225,4538.745047
3031,Sawi Putih,5/21/2022,Kemarau,2181.549564,2521.249409
3032,Cabe Chilli,5/21/2022,Kemarau,19760.77664,21219.29117
3033,Cabe Kriting,5/21/2022,Kemarau,28441.45373,31837.88678
3034,Cabe Rawit,5/21/2022,Kemarau,35195.56684,40544.66539
3035,Kol,5/21/2022,Kemarau,6907.697372,7361.331605
3036,Buncis,5/21/2022,Kemarau,5888.660977,6480.589395
3037,Sawi Putih,5/22/2022,Kemarau,827.3736742,919.8403601
3038,Cabe Chilli,5/22/2022,Kemarau,25586.9612,29292.83877
3039,Cabe Kriting,5/22/2022,Kemarau,29155.29066,33111.2467
3040,Cabe Rawit,5/22/2022,Kemarau,48259.51276,52583.78576
3041,Kol,5/22/2022,Kemarau,6528.742827,6930.814261
3042,Buncis,5/22/2022,Kemarau,3438.322162,3665.699191
3043,Sawi Putih,5/23/2022,Kemarau,3621.870043,4065.874586
3044,Cabe Chilli,5/23/2022,Kemarau,16795.75391,18699.99151
3045,Cabe Kriting,5/23/2022,Kemarau,28254.44335,30130.76471
3046,Cabe Rawit,5/23/2022,Kemarau,47300.73641,50862.38354
3047,Kol,5/23/2022,Kemarau,9385.475138,10360.89778
3048,Buncis,5/23/2022,Kemarau,3600.868881,3880.540582
3049,Sawi Putih,5/24/2022,Kemarau,583.477736,620.464286
3050,Cabe Chilli,5/24/2022,Kemarau,18722.71514,20190.14228
3051,Cabe Kriting,5/24/2022,Kemarau,31023.2378,34369.36263
3052,Cabe Rawit,5/24/2022,Kemarau,36111.59145,41671.94747
3053,Kol,5/24/2022,Kemarau,3355.04229,3943.313586
3054,Buncis,5/24/2022,Kemarau,4552.069355,4839.092277
3055,Sawi Putih,5/25/2022,Kemarau,2251.447119,2579.79919
3056,Cabe Chilli,5/25/2022,Kemarau,26314.00107,27721.8429
3057,Cabe Kriting,5/25/2022,Kemarau,22554.10595,23950.26553
3058,Cabe Rawit,5/25/2022,Kemarau,45066.37868,51341.61691
3059,Kol,5/25/2022,Kemarau,9625.265318,10261.0015
3060,Buncis,5/25/2022,Kemarau,5445.357229,6313.068047
3061,Sawi Putih,5/26/2022,Kemarau,1574.724564,1770.775044
3062,Cabe Chilli,5/26/2022,Kemarau,17760.35561,19448.6299
3063,Cabe Kriting,5/26/2022,Kemarau,27990.34868,30713.95173
3064,Cabe Rawit,5/26/2022,Kemarau,46842.86395,49443.69984
3065,Kol,5/26/2022,Kemarau,6749.831963,7135.921813
3066,Buncis,5/26/2022,Kemarau,5587.181736,6412.426597
3067,Sawi Putih,5/27/2022,Kemarau,642.3676402,755.6220067
3068,Cabe Chilli,5/27/2022,Kemarau,20909.24987,23240.31015
3069,Cabe Kriting,5/27/2022,Kemarau,31011.80102,34547.57188
3070,Cabe Rawit,5/27/2022,Kemarau,47647.87223,50776.88386
3071,Kol,5/27/2022,Kemarau,5933.581889,6559.654648
3072,Buncis,5/27/2022,Kemarau,5622.535396,6388.412987
3073,Sawi Putih,5/28/2022,Kemarau,3062.441575,3298.912233
3074,Cabe Chilli,5/28/2022,Kemarau,20213.61014,22074.05715
3075,Cabe Kriting,5/28/2022,Kemarau,24445.32104,28488.03748
3076,Cabe Rawit,5/28/2022,Kemarau,36030.85651,41380.15117
3077,Kol,5/28/2022,Kemarau,8390.671041,9446.731406
3078,Buncis,5/28/2022,Kemarau,5185.558842,5517.559173
3079,Sawi Putih,5/29/2022,Kemarau,1639.292745,1883.788733
3080,Cabe Chilli,5/29/2022,Kemarau,25024.82478,26575.62599
3081,Cabe Kriting,5/29/2022,Kemarau,24049.45262,25371.47486
3082,Cabe Rawit,5/29/2022,Kemarau,47050.10308,54369.11275
3083,Kol,5/29/2022,Kemarau,8934.318041,10257.47657
3084,Buncis,5/29/2022,Kemarau,2095.845536,2412.022553
3085,Sawi Putih,5/30/2022,Kemarau,3094.925626,3357.58981
3086,Cabe Chilli,5/30/2022,Kemarau,21354.2645,24070.02138
3087,Cabe Kriting,5/30/2022,Kemarau,31782.91859,37043.21896
3088,Cabe Rawit,5/30/2022,Kemarau,45329.24603,49549.83302
3089,Kol,5/30/2022,Kemarau,4850.58811,5641.31378
3090,Buncis,5/30/2022,Kemarau,6697.42541,7307.879218
3091,Sawi Putih,5/31/2022,Kemarau,1878.496354,2206.628206
3092,Cabe Chilli,5/31/2022,Kemarau,20634.30146,21837.87538
3093,Cabe Kriting,5/31/2022,Kemarau,24791.05224,26152.79956
3094,Cabe Rawit,5/31/2022,Kemarau,44715.45171,50052.88579
3095,Kol,5/31/2022,Kemarau,5728.69129,6312.126905
3096,Buncis,5/31/2022,Kemarau,5458.653728,6199.849005
3097,Sawi Putih,6/1/2022,Kemarau,2631.168988,2772.801339
3098,Cabe Chilli,6/1/2022,Kemarau,18895.30528,21104.47986
3099,Cabe Kriting,6/1/2022,Kemarau,26643.36386,28063.09941
3100,Cabe Rawit,6/1/2022,Kemarau,36969.46095,40429.89912
3101,Kol,6/1/2022,Kemarau,4156.561777,4430.207824
3102,Buncis,6/1/2022,Kemarau,2450.665081,2604.665069
3103,Sawi Putih,6/2/2022,Kemarau,1099.45772,1286.091349
3104,Cabe Chilli,6/2/2022,Kemarau,21456.05527,24147.58158
3105,Cabe Kriting,6/2/2022,Kemarau,21192.1625,23452.28748
3106,Cabe Rawit,6/2/2022,Kemarau,42238.72126,46263.32902
3107,Kol,6/2/2022,Kemarau,8347.62582,8919.050221
3108,Buncis,6/2/2022,Kemarau,5183.534037,5747.848416
3109,Sawi Putih,6/3/2022,Kemarau,1531.991832,1650.611354
3110,Cabe Chilli,6/3/2022,Kemarau,23645.30419,25707.13965
3111,Cabe Kriting,6/3/2022,Kemarau,32069.73163,36116.17756
3112,Cabe Rawit,6/3/2022,Kemarau,47248.27334,54933.15976
3113,Kol,6/3/2022,Kemarau,3381.939358,3672.735249
3114,Buncis,6/3/2022,Kemarau,6217.366951,6648.092233
3115,Sawi Putih,6/4/2022,Kemarau,2941.903785,3339.667308
3116,Cabe Chilli,6/4/2022,Kemarau,22737.12339,26715.0629
3117,Cabe Kriting,6/4/2022,Kemarau,30960.26425,34687.21879
3118,Cabe Rawit,6/4/2022,Kemarau,52201.66771,58584.2124
3119,Kol,6/4/2022,Kemarau,6349.742651,7164.293144
3120,Buncis,6/4/2022,Kemarau,3202.341881,3559.826601
3121,Sawi Putih,6/5/2022,Kemarau,1464.883092,1652.051351
3122,Cabe Chilli,6/5/2022,Kemarau,15931.68831,18212.77595
3123,Cabe Kriting,6/5/2022,Kemarau,28445.0934,32563.16303
3124,Cabe Rawit,6/5/2022,Kemarau,44663.45269,49634.60769
3125,Kol,6/5/2022,Kemarau,2854.793996,3157.446773
3126,Buncis,6/5/2022,Kemarau,2263.496877,2395.497133
3127,Sawi Putih,6/6/2022,Kemarau,3459.055545,4032.193041
3128,Cabe Chilli,6/6/2022,Kemarau,22435.98434,24748.74822
3129,Cabe Kriting,6/6/2022,Kemarau,26256.5055,29514.73426
3130,Cabe Rawit,6/6/2022,Kemarau,37857.84457,43219.9395
3131,Kol,6/6/2022,Kemarau,6305.260768,7269.73089
3132,Buncis,6/6/2022,Kemarau,4335.179518,5030.912065
3133,Sawi Putih,6/7/2022,Kemarau,1115.408333,1270.697158
3134,Cabe Chilli,6/7/2022,Kemarau,16512.4035,18161.41873
3135,Cabe Kriting,6/7/2022,Kemarau,29285.01525,34359.5479
3136,Cabe Rawit,6/7/2022,Kemarau,35004.26991,41085.89245
3137,Kol,6/7/2022,Kemarau,4205.177788,4901.303471
3138,Buncis,6/7/2022,Kemarau,2218.059007,2550.627333
3139,Sawi Putih,6/8/2022,Kemarau,4398.377274,4821.193038
3140,Cabe Chilli,6/8/2022,Kemarau,21413.84615,22677.64563
3141,Cabe Kriting,6/8/2022,Kemarau,33650.05648,35856.54848
3142,Cabe Rawit,6/8/2022,Kemarau,32916.69188,37145.82492
3143,Kol,6/8/2022,Kemarau,6829.267229,7339.104116
3144,Buncis,6/8/2022,Kemarau,3496.657498,3689.568349
3145,Sawi Putih,6/9/2022,Kemarau,1622.038121,1803.017626
3146,Cabe Chilli,6/9/2022,Kemarau,24781.98483,27718.22344
3147,Cabe Kriting,6/9/2022,Kemarau,31311.11086,35074.3731
3148,Cabe Rawit,6/9/2022,Kemarau,53571.9448,59507.83619
3149,Kol,6/9/2022,Kemarau,9131.334545,10544.67379
3150,Buncis,6/9/2022,Kemarau,2295.533627,2693.798088
3151,Sawi Putih,6/10/2022,Kemarau,2114.161972,2346.28486
3152,Cabe Chilli,6/10/2022,Kemarau,23298.83249,26405.28205
3153,Cabe Kriting,6/10/2022,Kemarau,40905.95661,43493.16463
3154,Cabe Rawit,6/10/2022,Kemarau,49226.14674,56837.19228
3155,Kol,6/10/2022,Kemarau,4213.562453,4738.498501
3156,Buncis,6/10/2022,Kemarau,3878.569828,4242.139937
3157,Sawi Putih,6/11/2022,Kemarau,4388.519351,5141.624875
3158,Cabe Chilli,6/11/2022,Kemarau,19079.72967,21695.90048
3159,Cabe Kriting,6/11/2022,Kemarau,38054.27487,41423.39751
3160,Cabe Rawit,6/11/2022,Kemarau,54608.99852,62856.52445
3161,Kol,6/11/2022,Kemarau,5451.396131,5960.036091
3162,Buncis,6/11/2022,Kemarau,3351.785271,3815.820424
3163,Sawi Putih,6/12/2022,Kemarau,1401.165739,1564.23158
3164,Cabe Chilli,6/12/2022,Kemarau,30625.47564,33418.5248
3165,Cabe Kriting,6/12/2022,Kemarau,32159.00469,35420.48893
3166,Cabe Rawit,6/12/2022,Kemarau,50134.32132,54162.44432
3167,Kol,6/12/2022,Kemarau,8838.049515,10394.83765
3168,Buncis,6/12/2022,Kemarau,5959.359615,6664.091364
3169,Sawi Putih,6/13/2022,Kemarau,931.5409504,1037.578014
3170,Cabe Chilli,6/13/2022,Kemarau,33220.6064,35421.70665
3171,Cabe Kriting,6/13/2022,Kemarau,30279.24943,35588.58807
3172,Cabe Rawit,6/13/2022,Kemarau,44998.04913,52038.59016
3173,Kol,6/13/2022,Kemarau,5059.425331,5884.394782
3174,Buncis,6/13/2022,Kemarau,5500.65442,6308.935983
3175,Sawi Putih,6/14/2022,Kemarau,3703.390796,4302.99225
3176,Cabe Chilli,6/14/2022,Kemarau,24898.63086,27820.4589
3177,Cabe Kriting,6/14/2022,Kemarau,31400.71165,36583.2682
3178,Cabe Rawit,6/14/2022,Kemarau,62542.33379,68193.43558
3179,Kol,6/14/2022,Kemarau,10748.6067,12391.49007
3180,Buncis,6/14/2022,Kemarau,5665.590321,6390.759116
3181,Sawi Putih,6/15/2022,Kemarau,4106.349431,4347.327833
3182,Cabe Chilli,6/15/2022,Kemarau,28899.83789,33791.55564
3183,Cabe Kriting,6/15/2022,Kemarau,38250.10074,42618.99974
3184,Cabe Rawit,6/15/2022,Kemarau,50847.45627,55968.84386
3185,Kol,6/15/2022,Kemarau,8469.289715,9320.935504
3186,Buncis,6/15/2022,Kemarau,4894.27161,5519.506936
3187,Sawi Putih,6/16/2022,Kemarau,1522.592575,1746.993322
3188,Cabe Chilli,6/16/2022,Kemarau,18437.34147,20964.9052
3189,Cabe Kriting,6/16/2022,Kemarau,34026.13127,38766.99357
3190,Cabe Rawit,6/16/2022,Kemarau,58618.21386,62037.43532
3191,Kol,6/16/2022,Kemarau,10581.02875,11256.01965
3192,Buncis,6/16/2022,Kemarau,6087.748718,6633.822241
3193,Sawi Putih,6/17/2022,Kemarau,3079.092663,3284.961673
3194,Cabe Chilli,6/17/2022,Kemarau,22877.96455,25990.97648
3195,Cabe Kriting,6/17/2022,Kemarau,32089.26829,34725.41113
3196,Cabe Rawit,6/17/2022,Kemarau,46493.42405,50245.41782
3197,Kol,6/17/2022,Kemarau,9880.172245,11252.96805
3198,Buncis,6/17/2022,Kemarau,2575.663566,2990.661439
3199,Sawi Putih,6/18/2022,Kemarau,4771.787942,5285.314775
3200,Cabe Chilli,6/18/2022,Kemarau,31869.26107,34979.11537
3201,Cabe Kriting,6/18/2022,Kemarau,36832.21188,42687.68079
3202,Cabe Rawit,6/18/2022,Kemarau,55548.23968,59573.46819
3203,Kol,6/18/2022,Kemarau,7019.879989,8030.860679
3204,Buncis,6/18/2022,Kemarau,8325.018527,8895.033075
3205,Sawi Putih,6/19/2022,Kemarau,726.657839,815.8279449
3206,Cabe Chilli,6/19/2022,Kemarau,26609.96283,30085.8257
3207,Cabe Kriting,6/19/2022,Kemarau,43524.97229,48328.74303
3208,Cabe Rawit,6/19/2022,Kemarau,45951.22837,51341.21455
3209,Kol,6/19/2022,Kemarau,9489.130503,11036.40362
3210,Buncis,6/19/2022,Kemarau,4083.541153,4581.25104
3211,Sawi Putih,6/20/2022,Kemarau,1188.459242,1327.116561
3212,Cabe Chilli,6/20/2022,Kemarau,24949.61309,28674.18466
3213,Cabe Kriting,6/20/2022,Kemarau,36845.44979,38794.91297
3214,Cabe Rawit,6/20/2022,Kemarau,62641.98847,68785.45724
3215,Kol,6/20/2022,Kemarau,7394.430964,7812.815758
3216,Buncis,6/20/2022,Kemarau,4792.895647,5071.24536
3217,Sawi Putih,6/21/2022,Kemarau,2465.345603,2825.202447
3218,Cabe Chilli,6/21/2022,Kemarau,24147.69957,26167.78139
3219,Cabe Kriting,6/21/2022,Kemarau,42614.21841,45625.62293
3220,Cabe Rawit,6/21/2022,Kemarau,66080.77511,71520.83219
3221,Kol,6/21/2022,Kemarau,9363.667301,10737.87817
3222,Buncis,6/21/2022,Kemarau,2315.275511,2515.554323
3223,Sawi Putih,6/22/2022,Kemarau,4400.048298,4948.681914
3224,Cabe Chilli,6/22/2022,Kemarau,21205.17036,23268.7204
3225,Cabe Kriting,6/22/2022,Kemarau,35404.54928,41213.15223
3226,Cabe Rawit,6/22/2022,Kemarau,67496.2447,71796.8855
3227,Kol,6/22/2022,Kemarau,11661.20854,13466.73527
3228,Buncis,6/22/2022,Kemarau,6331.65796,7317.335939
3229,Sawi Putih,6/23/2022,Kemarau,2783.751416,3011.149017
3230,Cabe Chilli,6/23/2022,Kemarau,27283.29233,29269.35887
3231,Cabe Kriting,6/23/2022,Kemarau,36268.30034,41491.04692
3232,Cabe Rawit,6/23/2022,Kemarau,53751.50034,59007.0278
3233,Kol,6/23/2022,Kemarau,5706.311206,6575.968911
3234,Buncis,6/23/2022,Kemarau,3704.113374,4286.315126
3235,Sawi Putih,6/24/2022,Kemarau,2638.557382,2920.129541
3236,Cabe Chilli,6/24/2022,Kemarau,29088.57769,31260.85195
3237,Cabe Kriting,6/24/2022,Kemarau,41444.7568,44508.49794
3238,Cabe Rawit,6/24/2022,Kemarau,51724.87683,55891.68702
3239,Kol,6/24/2022,Kemarau,7283.624031,8502.937813
3240,Buncis,6/24/2022,Kemarau,7653.645704,8178.226207
3241,Sawi Putih,6/25/2022,Kemarau,4817.99707,5537.298447
3242,Cabe Chilli,6/25/2022,Kemarau,21684.24263,24787.35836
3243,Cabe Kriting,6/25/2022,Kemarau,34738.03517,39604.56252
3244,Cabe Rawit,6/25/2022,Kemarau,49971.35844,57387.33098
3245,Kol,6/25/2022,Kemarau,5765.321053,6411.269825
3246,Buncis,6/25/2022,Kemarau,5993.075666,6453.652444
3247,Sawi Putih,6/26/2022,Kemarau,2086.010144,2429.393802
3248,Cabe Chilli,6/26/2022,Kemarau,23394.08804,25749.70494
3249,Cabe Kriting,6/26/2022,Kemarau,42656.76901,47889.81398
3250,Cabe Rawit,6/26/2022,Kemarau,57608.783,67389.11409
3251,Kol,6/26/2022,Kemarau,7477.371265,8035.918905
3252,Buncis,6/26/2022,Kemarau,4930.165116,5608.224384
3253,Sawi Putih,6/27/2022,Kemarau,3283.10278,3821.66337
3254,Cabe Chilli,6/27/2022,Kemarau,33060.73025,35467.18175
3255,Cabe Kriting,6/27/2022,Kemarau,35951.83607,38717.84483
3256,Cabe Rawit,6/27/2022,Kemarau,64161.48574,75284.79268
3257,Kol,6/27/2022,Kemarau,5754.422542,6089.503968
3258,Buncis,6/27/2022,Kemarau,9127.199645,9628.059958
3259,Sawi Putih,6/28/2022,Kemarau,2094.580357,2446.675349
3260,Cabe Chilli,6/28/2022,Kemarau,28663.56235,30478.20197
3261,Cabe Kriting,6/28/2022,Kemarau,29398.44031,31023.94282
3262,Cabe Rawit,6/28/2022,Kemarau,59557.42061,64547.53489
3263,Kol,6/28/2022,Kemarau,8023.170682,9374.57503
3264,Buncis,6/28/2022,Kemarau,7711.972977,8748.10895
3265,Sawi Putih,6/29/2022,Kemarau,2219.159363,2559.988491
3266,Cabe Chilli,6/29/2022,Kemarau,19020.90399,21431.95755
3267,Cabe Kriting,6/29/2022,Kemarau,35439.74778,38456.18808
3268,Cabe Rawit,6/29/2022,Kemarau,47727.69469,51481.19849
3269,Kol,6/29/2022,Kemarau,10567.45826,12119.45641
3270,Buncis,6/29/2022,Kemarau,7600.134748,8739.317602
3271,Sawi Putih,6/30/2022,Kemarau,3018.544094,3513.53164
3272,Cabe Chilli,6/30/2022,Kemarau,26420.31715,29233.01811
3273,Cabe Kriting,6/30/2022,Kemarau,31631.31349,35193.34196
3274,Cabe Rawit,6/30/2022,Kemarau,63919.43967,71627.35621
3275,Kol,6/30/2022,Kemarau,9745.032618,11427.06041
3276,Buncis,6/30/2022,Kemarau,5059.650516,5515.244656
3277,Sawi Putih,7/1/2022,Kemarau,2340.428863,2563.830061
3278,Cabe Chilli,7/1/2022,Kemarau,20936.78856,22295.42544
3279,Cabe Kriting,7/1/2022,Kemarau,27953.63019,31331.19262
3280,Cabe Rawit,7/1/2022,Kemarau,56676.18964,65055.38174
3281,Kol,7/1/2022,Kemarau,9751.276189,10355.84955
3282,Buncis,7/1/2022,Kemarau,5967.919925,6427.050564
3283,Sawi Putih,7/2/2022,Kemarau,5107.003964,5795.447217
3284,Cabe Chilli,7/2/2022,Kemarau,20779.99323,24142.63815
3285,Cabe Kriting,7/2/2022,Kemarau,42853.72131,45871.85219
3286,Cabe Rawit,7/2/2022,Kemarau,42741.62222,48043.92549
3287,Kol,7/2/2022,Kemarau,5277.052037,5958.590325
3288,Buncis,7/2/2022,Kemarau,2394.081929,2623.34867
3289,Sawi Putih,7/3/2022,Kemarau,2638.616934,2780.078889
3290,Cabe Chilli,7/3/2022,Kemarau,32156.21235,36151.79295
3291,Cabe Kriting,7/3/2022,Kemarau,33632.31195,39220.5463
3292,Cabe Rawit,7/3/2022,Kemarau,57787.4351,62955.00619
3293,Kol,7/3/2022,Kemarau,9474.065589,10818.09836
3294,Buncis,7/3/2022,Kemarau,3049.251072,3505.371079
3295,Sawi Putih,7/4/2022,Kemarau,2512.936389,2931.194139
3296,Cabe Chilli,7/4/2022,Kemarau,20338.58287,22739.27082
3297,Cabe Kriting,7/4/2022,Kemarau,34512.42608,37327.98104
3298,Cabe Rawit,7/4/2022,Kemarau,60963.49298,67777.5543
3299,Kol,7/4/2022,Kemarau,5055.164657,5881.903374
3300,Buncis,7/4/2022,Kemarau,2879.584438,3161.900282
3301,Sawi Putih,7/5/2022,Kemarau,3098.986331,3290.000405
3302,Cabe Chilli,7/5/2022,Kemarau,30354.64272,33088.7263
3303,Cabe Kriting,7/5/2022,Kemarau,29209.43893,33626.06931
3304,Cabe Rawit,7/5/2022,Kemarau,53198.28194,60388.87226
3305,Kol,7/5/2022,Kemarau,11649.40827,12362.21229
3306,Buncis,7/5/2022,Kemarau,3697.913306,4152.508778
3307,Sawi Putih,7/6/2022,Kemarau,4180.110364,4889.806047
3308,Cabe Chilli,7/6/2022,Kemarau,21522.9472,23718.66306
3309,Cabe Kriting,7/6/2022,Kemarau,35569.23399,37698.57864
3310,Cabe Rawit,7/6/2022,Kemarau,47847.33801,51114.65463
3311,Kol,7/6/2022,Kemarau,4265.866045,4781.67436
3312,Buncis,7/6/2022,Kemarau,6398.539266,7111.374217
3313,Sawi Putih,7/7/2022,Kemarau,3109.624061,3439.820794
3314,Cabe Chilli,7/7/2022,Kemarau,23305.14746,25760.58727
3315,Cabe Kriting,7/7/2022,Kemarau,36410.96599,39870.13132
3316,Cabe Rawit,7/7/2022,Kemarau,51787.50282,59722.04304
3317,Kol,7/7/2022,Kemarau,6148.259451,6528.831219
3318,Buncis,7/7/2022,Kemarau,2373.278363,2540.366521
3319,Sawi Putih,7/8/2022,Kemarau,2860.978211,3285.136574
3320,Cabe Chilli,7/8/2022,Kemarau,32338.52129,35264.83584
3321,Cabe Kriting,7/8/2022,Kemarau,35205.9022,40981.93666
3322,Cabe Rawit,7/8/2022,Kemarau,57577.83629,61802.26878
3323,Kol,7/8/2022,Kemarau,8358.871988,9149.648741
